Содержание,Сервис,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Система,Место,Ранг важности,День недели обращения,Месяц обращения,Час обращения,День года обращения,Время с обращения до восстановления,Время с обращения до закрытия,Время с обращения до крайнего срока,Время с восстановления до крайнего срока,Время с закрытия до крайнего срока
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:00:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,338880,957600,350040,11160,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 03:59:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,338820,957600,350040,11220,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:02:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,339000,957600,350040,11040,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 03:12:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,336000,957600,350040,14040,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 03:08:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,335760,957600,350040,14280,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 03:13:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,336060,957600,350040,13980,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:04:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,339120,957600,350040,10920,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:03:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,339060,957600,350040,10980,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:13:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,339660,957600,350040,10380,-607560
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:11:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,339540,957600,350040,10500,-607560
заявка,58,1,372,2018-02-16 07:51:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 09:06:00,2018-02-22 10:25:00,58,159,11,6,2,5,42,357240,966780,439140,81900,-527640
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:01:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,338940,957600,350040,11100,-607560
заявка,58,1,372,2018-02-16 07:51:00,2018-02-11 05:52:00,1,1,исполнено,0,2018-02-14 06:51:00,2018-02-21 08:33:00,58,159,11,6,2,5,42,262740,873660,439140,176400,-434520
заявка,21,1,372,2018-02-16 07:51:00,2018-02-11 05:52:00,1,1,доступ заблокирован,0,2018-02-11 06:26:00,2018-02-22 07:52:00,21,159,11,6,2,5,42,2040,957600,439140,437100,-518460
заявка,0,1,368,2018-02-15 07:06:00,2018-02-11 05:52:00,1,1,работы обращению выполнены,0,2018-02-15 04:05:00,2018-02-22 07:52:00,0,157,0,6,2,5,42,339180,957600,350040,10860,-607560
заявка,21,1,372,2018-02-16 07:51:00,2018-02-11 05:52:00,1,1,доступ заблокирован,0,2018-02-11 06:06:00,2018-02-22 07:52:00,21,159,11,6,2,5,42,840,957600,439140,438300,-518460
заменадобавление сертификат сервере система13,13,1,13,2018-02-16 07:51:00,2018-02-11 05:55:00,1,1,сертификатфайл зарегистрирован,0,2018-02-11 16:08:00,2018-02-21 07:51:00,13,164,11,6,2,5,42,36780,870960,438960,402180,-432000
заменадобавление сертификат сервере система13,13,1,13,2018-02-16 07:51:00,2018-02-11 05:56:00,1,1,сертификатфайл зарегистрирован,0,2018-02-11 16:08:00,2018-02-21 07:51:00,13,164,11,6,2,5,42,36720,870900,438900,402180,-432000
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 07:13:00,2018-02-11 05:58:00,1,1,работы обращению выполнены,0,2018-02-11 15:02:00,2018-02-21 07:51:00,13,75,11,6,2,5,42,32640,870780,350100,317460,-520680
создание новой учетной записи,0,1,316,2018-02-16 07:51:00,2018-02-11 05:58:00,1,1,пользователь создан,0,2018-02-14 02:33:00,2018-02-21 07:51:00,0,201,1,6,2,5,42,246900,870780,438780,191880,-432000
ремонт банкетки,42,1,157,2018-02-16 07:51:00,2018-02-11 05:59:00,1,1,исполнено банкетка отремонтирована,0,2018-02-11 09:11:00,2018-02-18 10:29:00,44,96,0,6,2,5,42,11520,621000,438720,427200,-182280
изменение состава группы,7,1,13,2018-02-16 07:51:00,2018-02-11 06:00:00,1,1,объект система7 ne_boss включён группы,0,2018-02-11 09:27:00,2018-02-18 10:43:00,7,164,11,6,2,6,42,12420,621780,438660,426240,-183120
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-03-08 06:36:00,2018-02-11 06:02:00,1,1,работы обращению выполнены,0,2018-02-16 14:28:00,2018-02-24 06:48:00,101,32,7,6,2,6,42,462360,1125960,2162040,1699680,1036080
заявка предоставление отзыв прав доступа ресурсам,77,1,58,2018-02-16 07:51:00,2018-02-11 06:03:00,1,1,выполнено права применятся течении 2х часов,0,2018-02-11 07:13:00,2018-02-18 08:37:00,12,140,11,6,2,6,42,4200,614040,438480,434280,-175560
контроль пу заявка доступ портам,2,1,116,2018-02-16 07:51:00,2018-02-11 06:04:00,1,1,доступ предоставлен согласно заявке,0,2018-02-14 10:24:00,2018-02-21 11:41:00,2,76,0,6,2,6,42,274800,884220,438420,163620,-445800
заявка предоставление отзыв прав доступа ресурсам,77,1,58,2018-02-16 07:51:00,2018-02-11 06:06:00,1,1,выполнено,0,2018-02-11 07:14:00,2018-02-18 08:37:00,12,42,11,6,2,6,42,4080,613860,438300,434220,-175560
заявка предоставление отзыв прав доступа ресурсам,71,1,13,2018-02-15 07:51:00,2018-02-11 06:12:00,1,1,работы обращению выполнены,0,2018-02-15 02:18:00,2018-02-22 07:52:00,138,27,0,6,2,6,42,331560,956400,351540,19980,-604860
разблокировка учётной записи,7,1,8,2018-02-16 07:51:00,2018-02-11 06:15:00,1,1,выполнена разблокировка уз ne_boss пользователь идентифицирован причина блокировки пользователю ясна,0,2018-02-11 06:34:00,2018-02-18 07:55:00,7,17,12,6,2,6,42,1140,610800,437760,436620,-173040
отключился доступ информационным ресурсам,0,1,845,2018-02-15 14:09:00,2018-02-11 06:18:00,1,0,выполнена настройка реестра,1,2018-02-11 08:20:00,2018-02-11 09:28:00,0,50,0,6,2,6,42,7320,11400,373860,366540,362460
блокировка учетной записи,21,1,75,2018-02-16 07:51:00,2018-02-11 06:20:00,1,1,уз заблокирована,0,2018-02-11 08:51:00,2018-02-11 09:07:00,21,32,11,6,2,6,42,9060,10020,437460,428400,427440
погрузка машины,73,1,345,2018-02-16 07:51:00,2018-02-11 06:21:00,1,1,выполнено,0,2018-02-16 06:14:00,2018-02-23 07:55:00,71,15,0,6,2,6,42,431580,1042440,437400,5820,-605040
блокировка учетной записи,21,1,75,2018-02-16 07:51:00,2018-02-11 06:21:00,1,1,уз заблокирована,0,2018-02-11 08:47:00,2018-02-11 08:51:00,21,32,11,6,2,6,42,8760,9000,437400,428640,428400
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 07:37:00,2018-02-11 06:22:00,1,1,работы обращению выполнены,0,2018-02-11 09:20:00,2018-02-18 10:36:00,13,20,11,6,2,6,42,10680,620040,350100,339420,-269940
сервисы sns1 расширенные сервисы,2,1,12,2018-02-15 07:38:00,2018-02-11 06:23:00,1,1,работы обращению выполнены,0,2018-02-11 09:32:00,2018-02-18 10:49:00,2,114,1,6,2,6,42,11340,620760,350100,338760,-270660
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 07:39:00,2018-02-11 06:24:00,1,1,работы обращению выполнены,0,2018-02-11 15:05:00,2018-02-21 07:51:00,13,133,11,6,2,6,42,31260,869220,350100,318840,-519120
включение учётной записи,7,1,13,2018-02-16 07:51:00,2018-02-11 06:24:00,1,1,учетная запись контейнере lock включить,0,2018-02-11 07:53:00,2018-02-11 13:04:00,7,183,11,6,2,6,42,5340,24000,437220,431880,413220
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 07:39:00,2018-02-11 06:24:00,1,1,работы обращению выполнены,0,2018-02-11 09:06:00,2018-02-18 10:22:00,13,133,11,6,2,6,42,9720,619080,350100,340380,-268980
разблокировать уз система21,21,1,527,2018-02-16 07:51:00,2018-02-11 06:26:00,1,1,уз пользователя разблокирована превышено число попыток ввода пароля,0,2018-02-11 08:06:00,2018-02-11 08:28:00,21,79,12,6,2,6,42,6000,7320,437100,431100,429780
выполнить установкуудаление,0,1,499,2018-02-16 07:51:00,2018-02-11 06:28:00,1,1,выполнено,0,2018-02-11 10:36:00,2018-02-18 12:16:00,0,80,0,6,2,6,42,14880,625680,436980,422100,-188700
36 заявка система500,0,1,250,2018-02-16 07:51:00,2018-02-11 06:28:00,1,1,работы обращению выполнены,0,2018-02-14 12:25:00,2018-02-21 13:46:00,0,200,1,6,2,6,42,280620,890280,436980,156360,-453300
настройка эп сервис22,22,1,137,2018-02-16 07:51:00,2018-02-11 06:29:00,1,1,выполнено,0,2018-02-11 08:44:00,2018-02-18 10:03:00,22,67,7,6,2,6,42,8100,617640,436920,428820,-180720
сервисы sns1 расширенные сервисы,2,1,12,2018-02-16 07:47:00,2018-02-11 06:32:00,1,1,работы обращению выполнены,0,2018-02-14 10:46:00,2018-02-21 12:04:00,2,66,0,6,2,6,42,274440,883920,436500,162060,-447420
сервисы sns1 расширенные сервисы,2,1,12,2018-02-16 07:48:00,2018-02-11 06:33:00,1,1,работы обращению выполнены,0,2018-02-14 10:46:00,2018-02-21 12:04:00,2,66,0,6,2,6,42,274380,883860,436500,162120,-447360
изменение состава группы,7,1,13,2018-02-16 07:51:00,2018-02-11 06:33:00,1,1,объект система7 ne_boss включён группы,0,2018-02-14 16:35:00,2018-02-15 12:29:00,7,13,11,6,2,6,42,295320,366960,436680,141360,69720
сервисы sns1 расширенные сервисы,2,1,12,2018-02-16 07:49:00,2018-02-11 06:34:00,1,1,работы обращению выполнены,0,2018-02-14 10:46:00,2018-02-21 12:04:00,2,66,0,6,2,6,42,274320,883800,436500,162180,-447300
сервисы sns1 расширенные сервисы,2,1,12,2018-02-16 07:50:00,2018-02-11 06:35:00,1,1,работы обращению выполнены,0,2018-02-14 10:45:00,2018-02-21 12:04:00,2,66,0,6,2,6,42,274200,883740,436500,162300,-447240
сервисы sns1 расширенные сервисы,2,1,12,2018-02-16 07:50:00,2018-02-11 06:35:00,1,1,работы обращению выполнены,0,2018-02-14 10:47:00,2018-02-21 12:04:00,2,66,0,6,2,6,42,274320,883740,436500,162180,-447240
сервисы sns1 расширенные сервисы,2,0,12,2018-02-16 07:51:00,2018-02-11 06:36:00,1,1,запрос отменён пользователем портала самообслуживания,0,2018-02-11 10:23:00,2018-02-11 10:23:00,2,66,0,6,2,6,42,13620,13620,436500,422880,422880
сервисы sns1 расширенные сервисы,2,0,12,2018-02-16 07:51:00,2018-02-11 06:36:00,1,1,запрос отменён пользователем портала самообслуживания,0,2018-02-11 10:22:00,2018-02-11 10:22:00,2,66,0,6,2,6,42,13560,13560,436500,422940,422940
сервисы sns1 расширенные сервисы,2,1,12,2018-02-16 07:51:00,2018-02-11 06:36:00,1,1,работы обращению выполнены,0,2018-02-14 10:47:00,2018-02-21 12:04:00,2,66,0,6,2,6,42,274260,883680,436500,162240,-447180
разблокировка уз region,7,1,8,2018-02-16 07:51:00,2018-02-11 06:36:00,1,1,выполнена разблокировка уз ne_boss пользователь идентифицирован причина блокировки пользователю ясна,0,2018-02-11 06:36:00,2018-02-11 06:43:00,7,9,12,6,2,6,42,0,420,436500,436500,436080
сервисы sns1 расширенные сервисы,2,1,12,2018-02-16 07:52:00,2018-02-11 06:37:00,1,1,работы обращению выполнены,0,2018-02-14 10:47:00,2018-02-21 12:04:00,2,66,0,6,2,6,42,274200,883620,436500,162300,-447120
сервисы sns1 расширенные сервисы,2,0,12,2018-02-16 07:53:00,2018-02-11 06:38:00,1,1,запрос отменён пользователем портала самообслуживания,0,2018-02-11 10:22:00,2018-02-11 10:22:00,2,66,0,6,2,6,42,13440,13440,436500,423060,423060
сервисы sns1 расширенные сервисы,2,0,12,2018-02-16 07:53:00,2018-02-11 06:38:00,1,1,запрос отменён пользователем портала самообслуживания,0,2018-02-11 10:21:00,2018-02-11 10:21:00,2,66,0,6,2,6,42,13380,13380,436500,423120,423120
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 07:54:00,2018-02-11 06:39:00,1,1,заявка загружена система22,0,2018-02-11 08:41:00,2018-02-18 09:57:00,22,6,7,6,2,6,42,7320,616680,436500,429180,-180180
заявка,93,1,383,2018-02-16 07:51:00,2018-02-11 06:40:00,1,1,заявка выполнена,0,2018-02-11 09:18:00,2018-02-18 10:36:00,92,20,7,6,2,6,42,9480,618960,436260,426780,-182700
заявка,25,1,185,2018-02-15 07:51:00,2018-02-11 06:40:00,1,1,работы обращению выполнены,0,2018-02-14 03:37:00,2018-02-21 07:51:00,25,20,0,6,2,6,42,248220,868260,349860,101640,-518400
контроль пу заявка доступ портам,2,1,277,2018-02-16 07:56:00,2018-02-11 06:41:00,1,1,доступ предоставлен,0,2018-02-16 06:51:00,2018-02-16 08:23:00,2,42,0,6,2,6,42,432600,438120,436500,3900,-1620
заявка предоставление отзыв прав доступа ресурсам,12,1,13,2018-02-16 08:00:00,2018-02-11 06:45:00,1,1,пя отключен,0,2018-02-11 09:35:00,2018-02-18 10:55:00,133,76,11,6,2,6,42,10200,619800,436500,426300,-183300
ботнаблюдения сзи sns1 ухудшение статуса сервиса,2,1,4,2018-02-15 14:01:00,2018-02-11 06:46:00,0,0,самовосстановление,0,2018-02-11 21:08:00,2018-02-21 07:51:00,2,1,1,6,2,6,42,51720,867900,371700,319980,-496200
настройкаконсультация техническое обслуживание,18,1,18,2018-02-16 08:03:00,2018-02-11 06:48:00,1,1,контрагент добавлен справочник система18,0,2018-02-11 08:16:00,2018-02-18 09:33:00,18,177,4,6,2,6,42,5280,614700,436500,431220,-178200
ботнаблюдения система23 ухудшение статуса сервиса,23,1,19,2018-02-16 07:56:00,2018-02-11 06:48:00,1,1,поток завершен успешно,0,2018-02-11 07:33:00,2018-02-18 08:51:00,23,1,11,6,2,6,42,2700,612180,436080,433380,-176100
создание новой учетной записи,0,1,316,2018-02-16 08:05:00,2018-02-11 06:50:00,1,1,пользователь создан,0,2018-02-14 02:50:00,2018-02-21 07:51:00,0,177,1,6,2,6,42,244800,867660,436500,191700,-431160
письмо randomюту заявка,0,1,79,2018-02-16 08:05:00,2018-02-11 06:50:00,1,1,доступ предоставлен,0,2018-02-11 09:36:00,2018-02-18 11:07:00,0,56,0,6,2,6,42,9960,620220,436500,426540,-183720
создание новой учетной записи,0,1,316,2018-02-16 08:06:00,2018-02-11 06:51:00,1,1,пользователь создан,0,2018-02-14 02:56:00,2018-02-21 07:51:00,0,177,1,6,2,6,42,245100,867600,436500,191400,-431100
письмо randomюту заявка,0,1,79,2018-02-16 08:07:00,2018-02-11 06:52:00,1,1,доступ предоставлен,0,2018-02-11 09:43:00,2018-02-18 11:01:00,0,56,0,6,2,6,42,10260,619740,436500,426240,-183240
необходимо предоставить доступ учетной записи пользователя сетевому ресурсу,0,1,205,2018-02-16 08:07:00,2018-02-11 06:52:00,1,1,доступ предоставлен,0,2018-02-14 08:46:00,2018-02-14 09:30:00,0,48,0,6,2,6,42,266040,268680,436500,170460,167820
создание новой учетной записи,0,1,316,2018-02-16 08:08:00,2018-02-11 06:53:00,1,1,пользователь создан,0,2018-02-14 03:01:00,2018-02-21 07:51:00,0,177,1,6,2,6,42,245280,867480,436500,191220,-430980
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 08:08:00,2018-02-11 06:53:00,1,1,работы обращению выполнены,0,2018-02-14 06:16:00,2018-02-21 07:51:00,13,104,11,6,2,6,42,256980,867480,350100,93120,-517380
формирование уплотнение денежной обрези специализированном контейнере,73,1,148,2018-02-16 08:09:00,2018-02-11 06:54:00,1,1,выполнено формирование уплотнение денежной обрези специализированном контейнере,0,2018-02-11 13:31:00,2018-02-11 13:34:00,71,50,0,6,2,6,42,23820,24000,436500,412680,412500
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:11:00,2018-02-11 06:56:00,1,1,заявка исполнена,0,2018-02-14 07:26:00,2018-02-21 08:43:00,126,13,11,6,2,6,42,261000,870420,436500,175500,-433920
система20,20,1,7,2018-02-16 08:12:00,2018-02-11 06:57:00,1,1,финальный отчет загружен,0,2018-02-11 09:51:00,2018-02-18 11:07:00,52,3,8,6,2,6,42,10440,619800,436500,426060,-183300
неисправность оргтехники,11,1,571,2018-02-15 14:14:00,2018-02-11 06:59:00,1,0,проведения уборки отошёл разъём системного блока работа восстановлена,1,2018-02-11 11:33:00,2018-02-11 11:35:00,0,145,1,6,2,6,42,16440,16560,371700,355260,355140
настройкаконсультация техническое обслуживание,18,1,18,2018-02-16 08:15:00,2018-02-11 07:00:00,1,1,меню сведения договора редакцииверсии договора вашего договора создана новая редакция статусе проект которой возможно внести необходимые изменения вход редактирование осуществляется нажатию значка карандаш далее необходимо заполнить поле основание внесения исправлений указав причину внесения изменений затем вносить требуемые изменения переход пунктами осуществляется аналогично первичной регистрации договорадс посредством нажатия кнопки далее заполнения необходимо также зарегистрировать договордс осуществить отправку сервис22 реестровый номер изменится внимание просьба иметь ввиду аналогичные изменения требуются сервис22 необходимо провести вручную тк отправки исправлений система18 карточке договора сервис22 отражены будут,0,2018-02-11 07:24:00,2018-02-11 07:58:00,18,30,4,6,2,7,42,1440,3480,436500,435060,433020
разблокировать учетную запись пользователя система21,21,1,298,2018-02-16 08:15:00,2018-02-11 07:00:00,1,1,работы выполнены,0,2018-02-11 07:47:00,2018-02-11 07:57:00,21,185,11,6,2,7,42,2820,3420,436500,433680,433080
сброс пароля уз система11,11,1,13,2018-02-16 08:15:00,2018-02-11 07:00:00,1,1,выполнено,0,2018-02-11 07:01:00,2018-02-11 07:03:00,11,341,1,6,2,7,42,60,180,436500,436440,436320
заблокировать учетную запись пользователя система21,21,1,298,2018-02-16 08:17:00,2018-02-11 07:02:00,1,1,работы выполнены,0,2018-02-11 07:45:00,2018-02-11 07:56:00,21,185,11,6,2,7,42,2580,3240,436500,433920,433260
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:19:00,2018-02-11 07:04:00,1,1,заявка исполнена,0,2018-02-14 07:23:00,2018-02-14 07:48:00,126,13,11,6,2,7,42,260340,261840,436500,176160,174660
ремонт смесителя,64,1,614,2018-02-16 08:19:00,2018-02-11 07:04:00,1,1,решен,0,2018-02-11 13:41:00,2018-02-21 07:16:00,64,33,0,6,2,7,42,23820,864720,436500,412680,-428220
работает стационарный телефон 1106,0,1,487,2018-02-15 14:19:00,2018-02-11 07:04:00,1,0,работоспособность телефона восстановлена произведена замена сетевого кабеля,1,2018-02-11 09:49:00,2018-02-18 11:07:00,348,145,1,6,2,7,42,9900,619380,371700,361800,-247680
заявка,0,1,355,2018-02-15 08:21:00,2018-02-11 07:06:00,1,1,работы обращению выполнены,0,2018-02-15 02:21:00,2018-02-22 07:52:00,0,106,0,6,2,7,42,328500,953160,350100,21600,-603060
заявка,0,1,355,2018-02-15 08:21:00,2018-02-11 07:06:00,1,1,работы обращению выполнены,0,2018-02-15 02:20:00,2018-02-22 07:52:00,0,106,0,6,2,7,42,328440,953160,350100,21660,-603060
заявка,90,1,430,2018-02-15 08:21:00,2018-02-11 07:06:00,1,1,работы обращению выполнены,0,2018-02-15 02:20:00,2018-02-22 07:52:00,73,106,11,6,2,7,42,328440,953160,350100,21660,-603060
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-15 11:16:00,2018-02-11 07:08:00,1,1,работы обращению выполнены,0,2018-02-14 13:58:00,2018-02-21 15:13:00,101,28,7,6,2,7,42,283800,893100,360480,76680,-532620
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 06:36:00,2018-02-11 07:08:00,1,1,работы обращению выполнены,0,2018-02-15 12:20:00,2018-02-15 12:24:00,101,6,7,6,2,7,42,364320,364560,430080,65760,65520
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:23:00,2018-02-11 07:08:00,1,1,заявка исполнена,0,2018-02-14 07:20:00,2018-02-21 08:43:00,126,13,11,6,2,7,42,259920,869700,436500,176580,-433200
транспортный шлюз,61,1,1,2018-03-30 15:36:00,2018-02-11 07:09:00,1,1,сообщению клиента проблема тестовом контуре данный момент проблема актуальна просим закрыть обращение спасибо,0,2018-03-28 13:28:00,2018-03-28 13:32:00,61,1001,12,6,2,7,42,3910740,3910980,4091220,180480,180240
разблокировка учётной записи,7,1,8,2018-02-16 08:25:00,2018-02-11 07:10:00,1,1,разблокирована уз ne_boss др причина установлен,0,2018-02-11 07:18:00,2018-02-18 08:37:00,7,181,12,6,2,7,42,480,610020,436500,436020,-173520
заявка отклонена причине заявке отсутствует согласование,27,1,42,2018-02-16 15:36:00,2018-02-11 07:10:00,1,1,заявка утверждена инициатор согласовал закрытие запроса,0,2018-02-14 06:36:00,2018-02-14 07:14:00,11,40,5,6,2,7,42,257160,259440,462360,205200,202920
заявка предоставление отзыв прав доступа ресурсам,18,1,13,2018-02-16 08:27:00,2018-02-11 07:12:00,1,1,внесены изменения сметодержащим департамента,0,2018-02-11 12:00:00,2018-02-18 13:19:00,18,122,4,6,2,7,42,17280,626820,436500,419220,-190320
заменадобавление сертификат сервере система13,13,1,13,2018-02-16 08:28:00,2018-02-11 07:13:00,1,1,атф файл загружен базу сисстема398а,0,2018-02-14 11:37:00,2018-02-21 12:55:00,13,172,11,6,2,7,42,275040,884520,436500,161460,-448020
ошибка попытке входа,41,1,62,2018-02-16 08:28:00,2018-02-11 07:13:00,0,1,пользователю оказана консультация вход успешно осуществлен,2,2018-02-11 07:33:00,2018-02-18 08:51:00,43,72,1,6,2,7,42,1200,610680,436500,435300,-174180
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:28:00,2018-02-11 07:13:00,1,1,заявка исполнена,0,2018-02-14 07:22:00,2018-02-21 08:43:00,126,13,11,6,2,7,42,259740,869400,436500,176760,-432900
работать несколько пользователей,11,1,509,2018-02-16 05:29:00,2018-02-11 07:14:00,0,1,произведена перезагрузка сервера,2,2018-02-11 13:50:00,2018-02-21 07:22:00,11,156,1,6,2,7,42,23760,864480,425700,401940,-438780
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 08:29:00,2018-02-11 07:14:00,1,1,работы обращению выполнены,0,2018-02-11 15:08:00,2018-02-21 07:51:00,13,181,11,6,2,7,42,28440,866220,350100,321660,-516120
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:30:00,2018-02-11 07:15:00,1,1,заявка исполнена,0,2018-02-14 08:18:00,2018-02-15 10:25:00,126,13,11,6,2,7,42,262980,357000,436500,173520,79500
заявка предоставление отзыв прав доступа ресурсам,192,1,12,2018-02-16 09:12:00,2018-02-11 07:16:00,1,1,работы обращению выполнены,0,2018-02-14 07:05:00,2018-02-15 06:19:00,206,177,4,6,2,7,42,258540,342180,438960,180420,96780
транспортный шлюз,61,1,86,2018-02-16 08:31:00,2018-02-11 07:16:00,1,1,тестовые канальная прикладная уз система61 разблокированы активны всем уз установлен временный пароль первом входе систему необходимо сменить пароль,0,2018-02-11 07:32:00,2018-02-18 08:51:00,61,1001,12,6,2,7,42,960,610500,436500,435540,-174000
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:32:00,2018-02-11 07:17:00,1,1,заявка исполнена,0,2018-02-14 08:19:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262920,872580,436500,173580,-436080
разблокировать уз boss,7,1,8,2018-02-16 08:32:00,2018-02-11 07:17:00,1,1,разблокировал учётн запись ошибка пользователя,0,2018-02-11 07:17:00,2018-02-18 08:37:00,7,2,12,6,2,7,42,0,609600,436500,436500,-173100
пэвм включается,0,1,245,2018-02-16 08:34:00,2018-02-11 07:19:00,1,1,выполнен ремонт замены запчастей,0,2018-02-11 14:09:00,2018-02-21 07:40:00,0,50,1,6,2,7,42,24600,865260,436500,411900,-428760
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:35:00,2018-02-11 07:20:00,1,1,заявка исполнена,0,2018-02-14 08:20:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262800,872400,436500,173700,-435900
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:34:00,2018-02-11 07:20:00,1,1,заявка исполнена,0,2018-02-14 07:25:00,2018-02-21 08:43:00,126,13,11,6,2,7,42,259500,868980,436440,176940,-432540
срочно снять эп актов списании мз системе22,22,1,137,2018-02-16 08:36:00,2018-02-11 07:21:00,1,1,документы визирования удалены,0,2018-02-11 08:01:00,2018-02-11 08:14:00,22,93,8,6,2,7,42,2400,3180,436500,434100,433320
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:37:00,2018-02-11 07:22:00,1,1,заявка исполнена,0,2018-02-14 08:23:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262860,872280,436500,173640,-435780
разблокировать уз ne_boss,7,1,8,2018-02-16 08:39:00,2018-02-11 07:24:00,1,1,разблокирована уз ne_boss пользователь идентифицирован тел успешный вход выполнен,0,2018-02-11 07:24:00,2018-02-18 08:45:00,7,17,12,6,2,7,42,0,609660,436500,436500,-173160
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:40:00,2018-02-11 07:25:00,1,1,заявка исполнена,0,2018-02-14 08:21:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262560,872100,436500,173940,-435600
письмо randomnnnn заявка,0,1,79,2018-02-16 08:41:00,2018-02-11 07:26:00,1,1,исполнено,0,2018-02-11 12:06:00,2018-02-18 13:25:00,0,32,0,6,2,7,42,16800,626340,436500,419700,-189840
система41,39,1,1,2018-02-21 15:36:00,2018-02-11 07:26:00,1,1,информация доведена,0,2018-02-16 10:12:00,2018-03-07 07:54:00,41,1001,1,6,2,7,42,441960,2075280,893400,451440,-1181880
настройка эп сервис22,22,1,137,2018-02-16 08:42:00,2018-02-11 07:27:00,1,1,выполнено,0,2018-02-11 08:29:00,2018-02-11 11:43:00,22,57,7,6,2,7,42,3720,15360,436500,432780,421140
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:42:00,2018-02-11 07:27:00,1,1,заявка исполнена,0,2018-02-14 08:22:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262500,871980,436500,174000,-435480
заблокировать учетную запись пользователя система21,21,1,40,2018-02-16 08:43:00,2018-02-11 07:28:00,1,1,учетная запись пользователя заблокирована,0,2018-02-11 13:03:00,2018-02-18 14:24:00,21,53,11,6,2,7,42,20100,629760,436500,416400,-193260
заявка предоставление прав логический доступ сетевым ресурсам,0,1,143,2018-02-16 08:44:00,2018-02-11 07:29:00,1,1,заявка исполнена,0,2018-02-11 12:51:00,2018-02-14 07:59:00,0,53,0,6,2,7,42,19320,261000,436500,417180,175500
